"","participant","domain","Obj1","Obj2","Obj3","Obj4","Obj5","subset"
"7167",224,25,"a","b","-","-","-","ab"
"7168",224,23,"a","c","-","-","-","ac"
"7169",225,6,"e","c","b","-","-","bce"
"7170",225,20,"a","d","-","-","-","ad"
"7171",225,15,"a","d","e","-","-","ade"
"7172",225,13,"b","c","-","-","-","bc"
"7173",225,32,"e","d","a","-","-","ade"
"7174",225,24,"d","c","-","-","-","cd"
"7175",225,3,"d","e","-","-","-","de"
"7176",225,25,"a","b","d","-","-","abd"
"7177",225,7,"e","c","-","-","-","ce"
"7178",225,26,"b","a","d","-","-","abd"
"7179",225,19,"d","a","-","-","-","ad"
"7180",225,12,"b","d","-","-","-","bd"
"7181",225,23,"c","e","-","-","-","ce"
"7182",225,11,"e","a","d","b","-","abde"
"7183",225,2,"d","b","-","-","-","bd"
"7184",225,16,"d","b","-","-","-","bd"
"7185",225,31,"c","b","-","-","-","bc"
"7186",225,29,"d","b","c","-","-","bcd"
"7187",225,30,"a","c","-","-","-","ac"
"7188",225,21,"e","a","b","c","-","abce"
"7189",225,22,"e","c","a","-","-","ace"
"7190",225,1,"b","e","c","-","-","bce"
"7191",225,17,"e","a","-","-","-","ae"
"7192",225,27,"c","e","-","-","-","ce"
"7193",225,9,"c","e","d","b","-","bcde"
"7194",225,14,"e","c","b","d","-","bcde"
"7195",225,5,"d","b","c","-","-","bcd"
"7196",225,28,"c","a","-","-","-","ac"
"7197",225,18,"a","e","-","-","-","ae"
"7198",225,8,"e","b","-","-","-","be"
"7199",225,10,"b","c","a","-","-","abc"
"7200",225,4,"d","a","-","-","-","ad"
"7201",226,22,"c","e","-","-","-","ce"
"7202",226,15,"c","d","e","-","-","cde"
"7203",226,8,"c","b","d","e","-","bcde"
"7204",226,27,"c","d","-","-","-","cd"
"7205",226,11,"d","c","a","-","-","acd"
"7206",226,18,"c","b","-","-","-","bc"
"7207",226,21,"c","e","-","-","-","ce"
"7208",226,20,"b","d","a","c","-","abcd"
"7209",226,10,"e","b","d","-","-","bde"
"7210",226,30,"b","d","-","-","-","bd"
"7211",226,23,"d","a","e","c","-","acde"
"7212",226,2,"d","e","a","-","-","ade"
"7213",226,12,"b","d","c","-","-","bcd"
"7214",226,9,"a","e","c","d","-","acde"
"7215",226,4,"b","c","a","e","d","abcde"
"7216",226,6,"d","e","-","-","-","de"
"7217",226,14,"b","e","-","-","-","be"
"7218",226,16,"a","b","e","d","c","abcde"
"7219",226,5,"c","e","d","-","-","cde"
"7220",226,7,"d","c","a","-","-","acd"
"7221",226,31,"e","c","a","-","-","ace"
"7222",226,19,"e","a","c","-","-","ace"
"7223",226,1,"a","b","d","-","-","abd"
"7224",226,17,"d","a","b","-","-","abd"
"7225",226,29,"d","e","-","-","-","de"
"7226",226,26,"b","e","-","-","-","be"
"7227",226,13,"e","a","b","-","-","abe"
"7228",226,25,"e","a","-","-","-","ae"
"7229",226,3,"a","c","d","-","-","acd"
"7230",226,24,"d","b","-","-","-","bd"
"7231",226,28,"e","b","a","d","-","abde"
"7232",226,32,"d","b","a","-","-","abd"
"7233",227,22,"d","e","a","-","-","ade"
"7234",227,18,"c","d","a","-","-","acd"
"7235",227,27,"e","c","d","b","-","bcde"
"7236",227,23,"c","d","-","-","-","cd"
"7237",227,7,"b","a","-","-","-","ab"
"7238",227,13,"e","a","b","c","d","abcde"
"7239",227,26,"b","c","-","-","-","bc"
"7240",227,4,"d","b","a","c","e","abcde"
"7241",227,2,"d","a","e","c","-","acde"
"7242",227,25,"d","a","e","-","-","ade"
"7243",227,1,"e","d","-","-","-","de"
"7244",227,20,"b","a","d","-","-","abd"
"7245",227,8,"b","e","-","-","-","be"
"7246",227,24,"b","d","-","-","-","bd"
"7247",227,11,"d","a","-","-","-","ad"
"7248",227,32,"b","c","d","-","-","bcd"
"7249",227,6,"b","d","e","-","-","bde"
"7250",227,3,"e","a","c","-","-","ace"
"7251",227,5,"d","c","e","-","-","cde"
"7252",227,21,"d","a","e","-","-","ade"
"7253",227,10,"d","c","b","-","-","bcd"
"7254",227,15,"c","d","a","e","-","acde"
"7255",227,17,"d","b","e","a","-","abde"
"7256",227,28,"d","a","e","-","-","ade"
"7257",227,29,"d","c","-","-","-","cd"
"7258",227,31,"b","d","-","-","-","bd"
"7259",227,19,"b","d","e","-","-","bde"
"7260",227,9,"c","b","-","-","-","bc"
"7261",227,16,"d","c","e","-","-","cde"
"7262",227,14,"b","d","-","-","-","bd"
"7263",227,30,"c","d","-","-","-","cd"
"7264",227,12,"a","e","-","-","-","ae"
"7265",228,15,"e","a","d","-","-","ade"
"7266",228,31,"e","d","-","-","-","de"
"7267",228,14,"b","c","e","-","-","bce"
"7268",228,9,"b","e","a","-","-","abe"
"7269",228,27,"d","e","-","-","-","de"
"7270",228,30,"e","b","-","-","-","be"
"7271",228,10,"d","b","e","-","-","bde"
"7272",228,22,"b","e","a","-","-","abe"
"7273",228,23,"a","c","e","-","-","ace"
"7274",228,11,"d","c","a","-","-","acd"
"7275",228,12,"c","e","-","-","-","ce"
"7276",228,18,"b","d","a","c","-","abcd"
"7277",228,13,"b","c","-","-","-","bc"
"7278",228,17,"a","d","c","e","-","acde"
"7279",228,3,"a","e","c","-","-","ace"
"7280",228,4,"d","a","-","-","-","ad"
"7281",228,20,"b","a","e","-","-","abe"
"7282",228,24,"a","c","d","b","e","abcde"
"7283",228,2,"b","a","-","-","-","ab"
"7284",228,6,"b","c","a","-","-","abc"
"7285",228,32,"c","b","a","-","-","abc"
"7286",228,19,"a","b","-","-","-","ab"
"7287",228,5,"a","d","e","-","-","ade"
"7288",228,29,"e","d","-","-","-","de"
"7289",228,1,"d","b","-","-","-","bd"
"7290",228,25,"c","e","-","-","-","ce"
"7291",228,26,"e","d","c","b","-","bcde"
"7292",228,7,"d","e","b","-","-","bde"
"7293",228,28,"d","c","b","a","-","abcd"
"7294",228,8,"a","c","b","-","-","abc"
"7295",228,21,"a","c","b","d","-","abcd"
"7296",228,16,"c","d","b","e","a","abcde"
"7297",229,4,"d","b","a","-","-","abd"
"7298",229,23,"c","b","-","-","-","bc"
"7299",229,22,"a","d","c","b","-","abcd"
"7300",229,3,"d","c","-","-","-","cd"
"7301",229,7,"a","b","-","-","-","ab"
"7302",229,29,"e","d","-","-","-","de"
"7303",229,25,"c","b","a","-","-","abc"
"7304",229,27,"c","d","a","-","-","acd"
"7305",229,30,"c","d","b","-","-","bcd"
"7306",229,19,"a","b","d","e","-","abde"
"7307",229,2,"c","a","-","-","-","ac"
"7308",229,8,"a","d","c","b","-","abcd"
"7309",229,10,"c","e","d","-","-","cde"
"7310",229,13,"c","b","d","-","-","bcd"
"7311",229,24,"c","b","a","e","-","abce"
"7312",229,1,"e","c","-","-","-","ce"
"7313",229,21,"d","e","a","c","-","acde"
"7314",229,15,"a","b","-","-","-","ab"
"7315",229,5,"e","a","c","-","-","ace"
"7316",229,16,"a","e","-","-","-","ae"
"7317",229,14,"d","b","e","c","-","bcde"
"7318",229,17,"b","d","a","-","-","abd"
"7319",229,18,"d","a","-","-","-","ad"
"7320",229,31,"e","c","b","-","-","bce"
"7321",229,12,"e","c","a","b","-","abce"
"7322",229,9,"d","b","e","c","-","bcde"
"7323",229,6,"a","c","-","-","-","ac"
"7324",229,28,"a","c","d","-","-","acd"
"7325",229,26,"a","d","b","-","-","abd"
"7326",229,11,"a","b","e","-","-","abe"
"7327",229,20,"a","c","b","e","-","abce"
"7328",229,32,"c","d","-","-","-","cd"
"7329",230,2,"b","d","c","e","-","bcde"
"7330",230,5,"a","c","-","-","-","ac"
"7331",230,9,"e","c","a","-","-","ace"
"7332",230,19,"d","b","-","-","-","bd"
"7333",230,6,"b","d","-","-","-","bd"
"7334",230,27,"b","d","c","-","-","bcd"
"7335",230,14,"e","a","-","-","-","ae"
"7336",230,31,"e","c","-","-","-","ce"
"7337",230,30,"b","d","a","-","-","abd"
"7338",230,25,"e","c","d","-","-","cde"
"7339",230,12,"a","c","e","-","-","ace"
"7340",230,23,"d","e","a","b","-","abde"
"7341",230,18,"e","a","-","-","-","ae"
"7342",230,29,"a","b","e","-","-","abe"
"7343",230,32,"a","b","-","-","-","ab"
"7344",230,10,"c","b","e","-","-","bce"
"7345",230,11,"a","e","b","-","-","abe"
"7346",230,1,"a","e","d","-","-","ade"
"7347",230,21,"c","d","-","-","-","cd"
"7348",230,8,"e","c","-","-","-","ce"
"7349",230,20,"d","a","-","-","-","ad"
"7350",230,24,"b","e","-","-","-","be"
"7351",230,22,"b","c","a","e","-","abce"
"7352",230,15,"c","b","-","-","-","bc"
"7353",230,3,"e","d","b","-","-","bde"
"7354",230,13,"a","e","d","b","-","abde"
"7355",230,4,"a","c","b","-","-","abc"
"7356",230,28,"b","e","-","-","-","be"
"7357",230,17,"c","d","-","-","-","cd"
"7358",230,26,"e","d","a","-","-","ade"
"7359",230,7,"e","a","b","c","-","abce"
"7360",230,16,"c","b","-","-","-","bc"
"7361",231,13,"c","e","-","-","-","ce"
"7362",231,16,"d","a","b","-","-","abd"
"7363",231,12,"e","d","b","-","-","bde"
"7364",231,20,"e","c","-","-","-","ce"
"7365",231,4,"a","c","e","-","-","ace"
"7366",231,23,"e","c","a","-","-","ace"
"7367",231,21,"b","a","c","e","-","abce"
"7368",231,30,"b","e","c","d","-","bcde"
"7369",231,17,"e","a","c","d","-","acde"
"7370",231,24,"e","c","-","-","-","ce"
"7371",231,19,"d","e","-","-","-","de"
"7372",231,10,"e","d","a","-","-","ade"
"7373",231,28,"e","b","a","-","-","abe"
"7374",231,14,"c","e","a","d","-","acde"
"7375",231,18,"b","c","d","e","-","bcde"
"7376",231,2,"b","e","-","-","-","be"
"7377",231,26,"d","b","-","-","-","bd"
"7378",231,9,"e","a","-","-","-","ae"
"7379",231,32,"b","d","c","e","-","bcde"
"7380",231,11,"e","d","-","-","-","de"
"7381",231,5,"e","c","d","-","-","cde"
"7382",231,6,"e","a","c","d","-","acde"
"7383",231,22,"e","a","d","-","-","ade"
"7384",231,8,"d","e","a","-","-","ade"
"7385",231,31,"e","b","-","-","-","be"
"7386",231,1,"b","c","-","-","-","bc"
"7387",231,25,"b","a","e","c","-","abce"
"7388",231,3,"e","b","a","-","-","abe"
"7389",231,29,"c","b","e","d","-","bcde"
"7390",231,7,"e","c","a","b","-","abce"
"7391",231,27,"c","a","-","-","-","ac"
"7392",231,15,"d","e","-","-","-","de"
"7393",232,32,"e","c","a","-","-","ace"
"7394",232,28,"a","d","-","-","-","ad"
"7395",232,10,"c","d","e","a","-","acde"
"7396",232,4,"d","c","-","-","-","cd"
"7397",232,24,"b","e","d","-","-","bde"
"7398",232,1,"a","b","d","c","e","abcde"
"7399",232,15,"b","e","c","-","-","bce"
"7400",232,30,"a","e","c","b","-","abce"
"7401",232,18,"a","e","-","-","-","ae"
"7402",232,2,"c","e","a","-","-","ace"
"7403",232,3,"e","b","-","-","-","be"
"7404",232,27,"b","d","c","-","-","bcd"
"7405",232,12,"c","b","a","-","-","abc"
"7406",232,20,"c","e","d","-","-","cde"
"7407",232,8,"e","b","-","-","-","be"
"7408",232,13,"b","d","e","c","-","bcde"
"7409",232,16,"a","e","-","-","-","ae"
"7410",232,9,"e","c","-","-","-","ce"
"7411",232,11,"a","d","e","-","-","ade"
"7412",232,21,"d","c","a","e","-","acde"
"7413",232,31,"c","d","e","a","-","acde"
"7414",232,29,"c","b","d","-","-","bcd"
"7415",232,19,"c","e","-","-","-","ce"
"7416",232,26,"c","e","d","-","-","cde"
"7417",232,5,"b","d","-","-","-","bd"
"7418",232,17,"b","c","-","-","-","bc"
"7419",232,6,"b","a","c","d","-","abcd"
"7420",232,22,"e","c","a","d","b","abcde"
"7421",232,25,"d","b","c","-","-","bcd"
"7422",232,7,"b","d","-","-","-","bd"
"7423",232,23,"b","a","d","e","-","abde"
"7424",232,14,"e","d","a","-","-","ade"
"7425",233,23,"b","e","a","d","-","abde"
"7426",233,16,"e","d","c","b","-","bcde"
"7427",233,14,"d","a","b","-","-","abd"
"7428",233,32,"c","d","-","-","-","cd"
"7429",233,11,"d","e","-","-","-","de"
"7430",233,27,"d","e","a","c","-","acde"
"7431",233,29,"b","e","a","d","-","abde"
"7432",233,6,"c","d","-","-","-","cd"
"7433",233,30,"d","b","c","a","-","abcd"
"7434",233,3,"a","e","d","-","-","ade"
"7435",233,31,"b","e","-","-","-","be"
"7436",233,26,"a","e","b","c","-","abce"
"7437",233,18,"e","b","a","-","-","abe"
"7438",233,4,"a","b","d","-","-","abd"
"7439",233,21,"a","c","b","d","e","abcde"
"7440",233,2,"d","c","a","-","-","acd"
"7441",233,1,"b","d","-","-","-","bd"
"7442",233,20,"d","c","b","e","-","bcde"
"7443",233,5,"b","c","e","-","-","bce"
"7444",233,7,"a","e","-","-","-","ae"
"7445",233,15,"e","d","b","c","-","bcde"
"7446",233,9,"a","b","-","-","-","ab"
"7447",233,13,"d","a","e","b","-","abde"
"7448",233,17,"d","e","b","a","c","abcde"
"7449",233,12,"a","e","b","c","-","abce"
"7450",233,8,"c","b","-","-","-","bc"
"7451",233,28,"c","b","-","-","-","bc"
"7452",233,10,"c","e","-","-","-","ce"
"7453",233,24,"c","e","-","-","-","ce"
"7454",233,25,"a","c","b","d","-","abcd"
"7455",233,22,"e","d","c","-","-","cde"
"7456",233,19,"c","d","-","-","-","cd"
"7457",234,16,"b","e","-","-","-","be"
"7458",234,22,"b","e","c","d","-","bcde"
"7459",234,32,"e","b","-","-","-","be"
"7460",234,18,"a","c","b","d","-","abcd"
"7461",234,20,"c","d","e","-","-","cde"
"7462",234,11,"b","a","e","d","-","abde"
"7463",234,1,"d","a","-","-","-","ad"
"7464",234,30,"c","e","a","-","-","ace"
"7465",234,26,"d","b","-","-","-","bd"
"7466",234,31,"b","d","-","-","-","bd"
"7467",234,29,"b","c","d","-","-","bcd"
"7468",234,15,"e","c","d","-","-","cde"
"7469",234,27,"d","a","c","-","-","acd"
"7470",234,25,"d","c","-","-","-","cd"
"7471",234,28,"e","a","b","d","-","abde"
"7472",234,13,"e","b","a","-","-","abe"
"7473",234,5,"b","c","e","-","-","bce"
"7474",234,19,"a","b","-","-","-","ab"
"7475",234,7,"a","d","b","-","-","abd"
"7476",234,21,"e","d","c","a","-","acde"
"7477",234,14,"e","b","c","-","-","bce"
"7478",234,23,"d","b","a","c","-","abcd"
"7479",234,4,"d","b","e","-","-","bde"
"7480",234,2,"b","a","d","-","-","abd"
"7481",234,24,"d","a","-","-","-","ad"
"7482",234,10,"e","d","a","b","-","abde"
"7483",234,8,"b","e","-","-","-","be"
"7484",234,6,"e","b","-","-","-","be"
"7485",234,17,"c","e","b","-","-","bce"
"7486",234,3,"b","e","-","-","-","be"
"7487",234,9,"b","a","c","-","-","abc"
"7488",234,12,"d","e","-","-","-","de"
"7489",235,10,"c","b","d","-","-","bcd"
"7490",235,2,"b","e","-","-","-","be"
"7491",235,9,"e","c","-","-","-","ce"
"7492",235,16,"a","c","d","-","-","acd"
"7493",235,6,"c","b","a","-","-","abc"
"7494",235,7,"e","a","c","-","-","ace"
"7495",235,1,"d","c","-","-","-","cd"
"7496",235,28,"e","c","d","a","-","acde"
"7497",235,17,"e","c","-","-","-","ce"
"7498",235,26,"e","c","d","a","b","abcde"
"7499",235,3,"a","c","e","-","-","ace"
"7500",235,11,"a","d","e","-","-","ade"
"7501",235,14,"b","e","-","-","-","be"
"7502",235,21,"d","e","-","-","-","de"
"7503",235,12,"e","c","-","-","-","ce"
"7504",235,31,"e","d","a","-","-","ade"
"7505",235,13,"a","e","b","-","-","abe"
"7506",235,32,"d","e","c","-","-","cde"
"7507",235,15,"b","c","e","-","-","bce"
"7508",235,19,"e","d","a","b","c","abcde"
"7509",235,30,"d","b","a","e","-","abde"
"7510",235,18,"b","d","a","e","-","abde"
"7511",235,25,"d","c","b","-","-","bcd"
"7512",235,23,"d","b","-","-","-","bd"
"7513",235,20,"d","b","c","-","-","bcd"
"7514",235,27,"c","e","-","-","-","ce"
"7515",235,29,"b","c","d","-","-","bcd"
"7516",235,5,"d","c","b","-","-","bcd"
"7517",235,4,"d","a","-","-","-","ad"
"7518",235,24,"e","b","d","-","-","bde"
"7519",235,22,"b","c","d","a","-","abcd"
"7520",235,8,"d","c","a","-","-","acd"
"7521",236,18,"c","e","b","a","-","abce"
"7522",236,14,"e","c","-","-","-","ce"
"7523",236,17,"c","d","e","a","-","acde"
"7524",236,1,"b","c","e","-","-","bce"
"7525",236,4,"d","a","e","-","-","ade"
"7526",236,3,"a","b","c","-","-","abc"
"7527",236,15,"d","c","e","-","-","cde"
"7528",236,28,"c","d","e","b","-","bcde"
"7529",236,29,"c","e","b","d","-","bcde"
"7530",236,25,"a","c","b","-","-","abc"
"7531",236,7,"d","c","-","-","-","cd"
"7532",236,9,"c","e","a","d","-","acde"
"7533",236,20,"c","b","-","-","-","bc"
"7534",236,2,"d","c","-","-","-","cd"
"7535",236,23,"e","a","-","-","-","ae"
"7536",236,5,"e","d","b","a","-","abde"
"7537",236,32,"e","c","-","-","-","ce"
"7538",236,13,"b","d","-","-","-","bd"
"7539",236,31,"c","e","-","-","-","ce"
"7540",236,12,"d","a","e","c","-","acde"
"7541",236,27,"c","a","e","-","-","ace"
"7542",236,8,"e","c","b","-","-","bce"
"7543",236,10,"c","d","-","-","-","cd"
"7544",236,21,"e","c","b","-","-","bce"
"7545",236,16,"e","d","b","a","-","abde"
"7546",236,11,"b","d","e","-","-","bde"
"7547",236,6,"d","b","c","-","-","bcd"
"7548",236,24,"c","e","b","-","-","bce"
"7549",236,19,"b","d","e","a","-","abde"
"7550",236,26,"a","d","-","-","-","ad"
"7551",236,30,"b","a","c","e","-","abce"
"7552",236,22,"c","b","a","-","-","abc"
"7553",237,2,"d","e","-","-","-","de"
"7554",237,18,"d","e","-","-","-","de"
"7555",237,29,"c","e","a","-","-","ace"
"7556",237,11,"d","a","c","e","-","acde"
"7557",237,19,"a","c","-","-","-","ac"
"7558",237,8,"d","b","c","-","-","bcd"
"7559",237,31,"b","a","c","-","-","abc"
"7560",237,24,"d","c","e","-","-","cde"
"7561",237,5,"e","c","a","d","-","acde"
"7562",237,13,"a","d","-","-","-","ad"
"7563",237,10,"b","e","d","-","-","bde"
"7564",237,23,"c","a","-","-","-","ac"
"7565",237,6,"c","e","-","-","-","ce"
"7566",237,25,"d","c","-","-","-","cd"
"7567",237,30,"d","a","-","-","-","ad"
"7568",237,15,"b","d","e","-","-","bde"
"7569",237,1,"e","c","a","-","-","ace"
"7570",237,21,"c","a","-","-","-","ac"
"7571",237,27,"b","a","-","-","-","ab"
"7572",237,17,"d","b","-","-","-","bd"
"7573",237,7,"e","c","a","d","-","acde"
"7574",237,4,"a","c","-","-","-","ac"
"7575",237,20,"e","d","c","-","-","cde"
"7576",237,32,"a","e","-","-","-","ae"
"7577",237,28,"a","c","-","-","-","ac"
"7578",237,26,"b","c","e","-","-","bce"
"7579",237,16,"e","a","c","d","b","abcde"
"7580",237,14,"b","e","d","-","-","bde"
"7581",237,9,"e","b","d","-","-","bde"
"7582",237,3,"d","e","c","b","-","bcde"
"7583",237,22,"a","e","d","-","-","ade"
"7584",237,12,"e","b","-","-","-","be"
"7585",238,1,"a","c","-","-","-","ac"
"7586",238,4,"d","c","e","a","b","abcde"
"7587",238,15,"e","b","-","-","-","be"
"7588",238,16,"a","d","b","c","-","abcd"
"7589",238,23,"c","e","d","-","-","cde"
"7590",238,29,"a","e","-","-","-","ae"
"7591",238,5,"d","c","b","-","-","bcd"
"7592",238,9,"b","d","a","-","-","abd"
"7593",238,18,"c","e","b","d","-","bcde"
"7594",238,27,"c","a","d","e","-","acde"
"7595",238,14,"b","e","a","-","-","abe"
"7596",238,22,"b","e","a","d","-","abde"
"7597",238,31,"b","d","e","-","-","bde"
"7598",238,3,"c","a","b","-","-","abc"
"7599",238,7,"a","b","d","e","c","abcde"
"7600",238,10,"c","a","b","-","-","abc"
"7601",238,24,"e","d","b","-","-","bde"
"7602",238,26,"b","c","a","e","-","abce"
"7603",238,28,"b","d","-","-","-","bd"
"7604",238,17,"c","a","b","-","-","abc"
"7605",238,13,"d","a","-","-","-","ad"
"7606",238,30,"e","a","d","b","-","abde"
"7607",238,19,"a","d","-","-","-","ad"
"7608",238,12,"b","a","d","-","-","abd"
"7609",238,20,"b","d","c","-","-","bcd"
"7610",238,21,"a","c","-","-","-","ac"
"7611",238,6,"c","a","-","-","-","ac"
"7612",238,25,"b","e","d","a","-","abde"
"7613",238,8,"d","c","-","-","-","cd"
"7614",238,32,"a","b","-","-","-","ab"
"7615",238,11,"c","d","b","e","-","bcde"
"7616",238,2,"a","e","-","-","-","ae"
"7617",239,12,"b","e","a","-","-","abe"
"7618",239,13,"a","c","-","-","-","ac"
"7619",239,9,"d","a","c","e","-","acde"
"7620",239,32,"d","e","-","-","-","de"
"7621",239,5,"a","c","e","b","d","abcde"
"7622",239,7,"e","b","d","-","-","bde"
"7623",239,8,"d","b","e","a","-","abde"
"7624",239,17,"c","a","d","b","-","abcd"
"7625",239,20,"a","d","b","c","e","abcde"
"7626",239,16,"d","e","a","b","-","abde"
"7627",239,25,"e","b","-","-","-","be"
"7628",239,6,"e","a","-","-","-","ae"
"7629",239,11,"c","b","e","-","-","bce"
"7630",239,3,"e","a","d","c","-","acde"
"7631",239,30,"b","d","-","-","-","bd"
"7632",239,15,"a","d","-","-","-","ad"
"7633",239,1,"a","b","d","e","-","abde"
"7634",239,18,"d","b","e","-","-","bde"
"7635",239,27,"a","e","-","-","-","ae"
"7636",239,28,"e","a","b","-","-","abe"
"7637",239,4,"a","e","-","-","-","ae"
"7638",239,2,"c","e","-","-","-","ce"
"7639",239,21,"b","d","-","-","-","bd"
"7640",239,24,"a","e","c","b","-","abce"
"7641",239,10,"e","a","d","-","-","ade"
"7642",239,22,"a","d","-","-","-","ad"
"7643",239,23,"e","b","-","-","-","be"
"7644",239,29,"b","d","-","-","-","bd"
"7645",239,19,"a","d","c","-","-","acd"
"7646",239,14,"a","d","c","e","-","acde"
"7647",239,31,"e","d","-","-","-","de"
"7648",239,26,"e","c","b","-","-","bce"
"7649",240,12,"e","b","a","-","-","abe"
"7650",240,19,"c","d","a","e","-","acde"
"7651",240,21,"c","d","e","b","-","bcde"
"7652",240,30,"e","a","-","-","-","ae"
"7653",240,31,"a","d","c","e","b","abcde"
"7654",240,25,"c","a","-","-","-","ac"
"7655",240,23,"e","a","d","-","-","ade"
"7656",240,29,"d","c","-","-","-","cd"
"7657",240,7,"a","b","c","e","-","abce"
"7658",240,16,"b","e","c","a","-","abce"
"7659",240,18,"c","e","d","-","-","cde"
"7660",240,11,"a","d","b","-","-","abd"
"7661",240,6,"c","e","-","-","-","ce"
"7662",240,22,"a","c","d","-","-","acd"
"7663",240,2,"d","a","c","-","-","acd"
"7664",240,15,"a","d","b","-","-","abd"
"7665",240,13,"e","d","a","-","-","ade"
"7666",240,5,"c","d","b","-","-","bcd"
"7667",240,3,"d","e","b","-","-","bde"
"7668",240,24,"b","d","c","a","-","abcd"
"7669",240,17,"c","d","-","-","-","cd"
"7670",240,20,"e","b","d","-","-","bde"
"7671",240,4,"e","b","-","-","-","be"
"7672",240,28,"b","e","c","-","-","bce"
"7673",240,1,"e","d","a","-","-","ade"
"7674",240,14,"b","a","-","-","-","ab"
"7675",240,9,"d","a","-","-","-","ad"
"7676",240,10,"d","a","c","-","-","acd"
"7677",240,26,"e","a","d","-","-","ade"
"7678",240,27,"d","b","c","e","-","bcde"
"7679",240,8,"a","e","-","-","-","ae"
"7680",240,32,"e","a","c","-","-","ace"
"7681",241,27,"e","c","b","-","-","bce"
"7682",241,32,"a","d","-","-","-","ad"
"7683",241,3,"c","a","b","-","-","abc"
"7684",241,19,"d","b","e","-","-","bde"
"7685",241,1,"d","a","c","e","-","acde"
"7686",241,20,"d","e","c","-","-","cde"
"7687",241,9,"c","e","-","-","-","ce"
"7688",241,29,"a","e","-","-","-","ae"
"7689",241,25,"c","a","d","-","-","acd"
"7690",241,16,"c","b","d","e","-","bcde"
"7691",241,17,"d","c","-","-","-","cd"
"7692",241,5,"b","a","-","-","-","ab"
"7693",241,28,"c","e","d","-","-","cde"
"7694",241,24,"a","d","b","-","-","abd"
"7695",241,23,"e","d","a","-","-","ade"
"7696",241,12,"d","e","a","-","-","ade"
"7697",241,7,"a","c","e","-","-","ace"
"7698",241,31,"c","e","b","-","-","bce"
